Registration,Aircraft,Brand,Type,Age,Key,Hex
N8798Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5047,13B7
N879BH,Boeing 787-8 Dreamliner,Boeing,787-8,2,5048,13B8
N879DN,Boeing 737-900ER,Boeing,737-900ER,7,5049,13B9
N879NN,Boeing 737-823,Boeing,737-800,13,5050,13BA
N879RW,Embraer ERJ 170LR,Embraer,ERJ 170LR,16,5051,13BB
N879UA,Airbus A319-132,Airbus,A319-100,19,5052,13BC
N8800L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5053,13BD
N8801Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5054,13BE
N8802Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5055,13BF
N8803L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5056,13C0
N8804L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5057,13C1
N8805L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5058,13C2
N8806Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5059,13C3
N8807L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5060,13C4
N8808Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5061,13C5
N8809L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5062,13C6
N880BJ,Boeing 787-8 Dreamliner,Boeing,787-8,2,5063,13C7
N880DN,Boeing 737-900ER,Boeing,737-900ER,7,5064,13C8
N880NN,Boeing 737-823,Boeing,737-800,13,5065,13C9
N880RW,Embraer ERJ 170LR,Embraer,ERJ 170LR,16,5066,13CA
N880UA,Airbus A319-132,Airbus,A319-100,19,5067,13CB
N8810L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5068,13CC
N8811L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5069,13CD
N8812Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5070,13CE
N8813Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5071,13CF
N8814K,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5072,13D0
N8815L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5073,13D1
N8816Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5074,13D2
N8817L,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5075,13D3
N8818Q,Boeing 737 MAX 8,Boeing,737 MAX 8,3,5076,13D4
N8819L,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5077,13D5
N881AS,Bombardier CRJ-200,Bombardier,CRJ-200,23,5078,13D6
N881BK,Boeing 787-8 Dreamliner,Boeing,787-8,2,5079,13D7
N881DN,Boeing 737-900ER,Boeing,737-900ER,7,5080,13D8
N881NN,Boeing 737-823,Boeing,737-800,13,5081,13D9
N881UA,Airbus A319-132,Airbus,A319-100,19,5082,13DA
N8820L,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5083,13DB
N8821S,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5084,13DC
N8822Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5085,13DD
N8823Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5086,13DE
N8824Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5087,13DF
N8825Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5088,13E0
N8826Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5089,13E1
N8827Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5090,13E2
N8828L,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5091,13E3
N8829Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5092,13E4
N882BL,Boeing 787-8 Dreamliner,Boeing,787-8,1,5093,13E5
N882DN,Boeing 737-900ER,Boeing,737-900ER,7,5094,13E6
N882NN,Boeing 737-823,Boeing,737-800,13,5095,13E7
N882RW,Embraer ERJ 170LR,Embraer,ERJ 170LR,16,5096,13E8
N882UA,Airbus A319-132,Airbus,A319-100,19,5097,13E9
N88301,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5098,13EA
N8830Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5099,13EB
N88310,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5100,13EC
N8831L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5101,13ED
N88325,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5102,13EE
N88326,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5103,13EF
N88327,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5104,13F0
N88328,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5105,13F1
N8832H,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5106,13F2
N88330,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5107,13F3
N88331,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5108,13F4
N88332,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5109,13F5
N88335,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,5110,13F6
N8833L,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5111,13F7
N88341,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,5112,13F8
N88346,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,5113,13F9
N8834L,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5114,13FA
N88359,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,5115,13FB
N8835Q,Boeing 737 MAX 8,Boeing,737 MAX 8,2,5116,13FC
N8836Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5117,13FD
N8837B,Bombardier CRJ-200,Bombardier,CRJ-200,21,5118,13FE
N8837Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5119,13FF
N8838Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5120,1400
N8839Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5121,1401
N883BM,Boeing 787-8 Dreamliner,Boeing,787-8,1,5122,1402
N883DN,Boeing 737-900ER,Boeing,737-900ER,7,5123,1403
N883NN,Boeing 737-823,Boeing,737-800,12,5124,1404
N883UA,Airbus A319-132,Airbus,A319-100,19,5125,1405
N8840Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5126,1406
N8841L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5127,1407
N8842L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5128,1408
N8843S,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5129,1409
N8844Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5130,140A
N8845L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5131,140B
N8846Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5132,140C
N8847Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5133,140D
N8848Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5134,140E
N8849Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5135,140F
N884AA,Boeing 787-8 Dreamliner,Boeing,787-8,2,5136,1410
N884DN,Boeing 737-900ER,Boeing,737-900ER,7,5137,1411
N884NN,Boeing 737-823,Boeing,737-800,12,5138,1412
N884UA,Airbus A319-132,Airbus,A319-100,19,5139,1413
N8850Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5140,1414
N8851Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5141,1415
N8852Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5142,1416
N8853Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5143,1417
N8854Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5144,1418
N8855Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5145,1419
N8856S,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5146,141A
N8857Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5147,141B
N8858K,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5148,141C
N8859Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5149,141D
N885BP,Boeing 787-8 Dreamliner,Boeing,787-8,1,5150,141E
N885DN,Boeing 737-900ER,Boeing,737-900ER,7,5151,141F
N885NN,Boeing 737-823,Boeing,737-800,12,5152,1420
N8860S,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5153,1421
N8861Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5154,1422
N8862Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5155,1423
N8863Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5156,1424
N8864H,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5157,1425
N8865L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5158,1426
N8866H,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5159,1427
N8867Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5160,1428
N8868L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5161,1429
N8869L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5162,142A
N886AS,Bombardier CRJ-200,Bombardier,CRJ-200,23,5163,142B
N886BR,Boeing 787-8 Dreamliner,Boeing,787-8,1,5164,142C
N886DN,Boeing 737-900ER,Boeing,737-900ER,7,5165,142D
N886NN,Boeing 737-823,Boeing,737-800,12,5166,142E
N8870K,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5167,142F
N8871Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5168,1430
N8872Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5169,1431
N8873S,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5170,1432
N8874Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5171,1433
N8875B,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5172,1434
N8876Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5173,1435
N8877A,Bombardier CRJ-200,Bombardier,CRJ-200,21,5174,1436
N8877Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5175,1437
N8878L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5176,1438
N8879Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5177,1439
N887DN,Boeing 737-900ER,Boeing,737-900ER,7,5178,143A
N887NN,Boeing 737-823,Boeing,737-800,12,5179,143B
N8880G,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5180,143C
N8881L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5181,143D
N8882Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5182,143E
N8883Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5183,143F
N8884Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5184,1440
N8885,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5185,1441
N8885Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5186,1442
N8886C,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5187,1443
N8887Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5188,1444
N8888M,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5189,1445
N8889Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5190,1446
N888DU,Boeing 737-900ER,Boeing,737-900ER,7,5191,1447
N8890Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5192,1448
N8891Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5193,1449
N8892S,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5194,144A
N8893L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5195,144B
N8894Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5196,144C
N8896L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5197,144D
N8897K,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5198,144E
N8898L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5199,144F
N8899H,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5200,1450
N889DN,Boeing 737-900ER,Boeing,737-900ER,7,5201,1451
N889NN,Boeing 737-823,Boeing,737-800,12,5202,1452
N889UA,Airbus A319-132,Airbus,A319-100,18,5203,1453
N8900L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5204,1454
N8901Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5205,1455
N8902Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5206,1456
N8903A,Bombardier CRJ-200,Bombardier,CRJ-200,20,5207,1457
N8903H,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5208,1458
N8904L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5209,1459
N8906K,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5210,145A
N8908Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5211,145B
N8909L,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5212,145C
N890DN,Boeing 737-900ER,Boeing,737-900ER,6,5213,145D
N890NN,Boeing 737-823,Boeing,737-800,12,5214,145E
N890UA,Airbus A319-132,Airbus,A319-100,18,5215,145F
N8911Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5216,1460
N8912Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5217,1461
N8913S,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5218,1462
N8914Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5219,1463
N8917Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5220,1464
N8918B,Bombardier CRJ-200,Bombardier,CRJ-200,20,5221,1465
N891AT,Boeing 717-200,Boeing,717-200,20,5222,1466
N891DN,Boeing 737-900ER,Boeing,737-900ER,6,5223,1467
N891NN,Boeing 737-823,Boeing,737-800,12,5224,1468
N891UA,Airbus A319-132,Airbus,A319-100,18,5225,1469
N8920Q,Boeing 737 MAX 8,Boeing,737 MAX 8,1,5226,146A
N8928A,Bombardier CRJ-200,Bombardier,CRJ-200,20,5227,146B
N892AT,Boeing 717-200,Boeing,717-200,20,5228,146C
N892DN,Boeing 737-900ER,Boeing,737-900ER,6,5229,146D
N892NN,Boeing 737-823,Boeing,737-800,12,5230,146E
N892UA,Airbus A319-132,Airbus,A319-100,18,5231,146F
N89304,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5232,1470
N89308,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5233,1471
N89313,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5234,1472
N89315,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5235,1473
N89317,Embraer ERJ 175LR,Embraer,ERJ 175LR,10,5236,1474
N89321,Embraer ERJ 175LR,Embraer,ERJ 175LR,9,5237,1475
N8932C,Bombardier CRJ-200,Bombardier,CRJ-200,20,5238,1476
N8933B,Bombardier CRJ-200,Bombardier,CRJ-200,20,5239,1477
N89342,Embraer ERJ 175LR,Embraer,ERJ 175LR,8,5240,1478
N89349,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,5241,1479
N89357,Embraer ERJ 175LR,Embraer,ERJ 175LR,7,5242,147A
N893AT,Boeing 717-200,Boeing,717-200,20,5243,147B
N893DN,Boeing 737-900ER,Boeing,737-900ER,6,5244,147C
N893NN,Boeing 737-823,Boeing,737-800,12,5245,147D
N893UA,Airbus A319-132,Airbus,A319-100,18,5246,147E
N8946A,Bombardier CRJ-200,Bombardier,CRJ-200,20,5247,147F
N894AT,Boeing 717-200,Boeing,717-200,20,5248,1480
N894DN,Boeing 737-900ER,Boeing,737-900ER,6,5249,1481
N894NN,Boeing 737-823,Boeing,737-800,12,5250,1482
N894UA,Airbus A319-132,Airbus,A319-100,18,5251,1483
N895AT,Boeing 717-200,Boeing,717-200,20,5252,1484
N895DN,Boeing 737-900ER,Boeing,737-900ER,6,5253,1485
N895NN,Boeing 737-823,Boeing,737-800,12,5254,1486
N895UA,Airbus A319-132,Airbus,A319-100,17,5255,1487
N8965E,Bombardier CRJ-200,Bombardier,CRJ-200,20,5256,1488
N8968E,Bombardier CRJ-200,Bombardier,CRJ-200,20,5257,1489
N896AT,Boeing 717-200,Boeing,717-200,19,5258,148A
N896DN,Boeing 737-900ER,Boeing,737-900ER,6,5259,148B
N896NN,Boeing 737-823,Boeing,737-800,12,5260,148C
N896UA,Airbus A319-132,Airbus,A319-100,17,5261,148D
N8970D,Bombardier CRJ-200,Bombardier,CRJ-200,20,5262,148E
N8974C,Bombardier CRJ-200,Bombardier,CRJ-200,20,5263,148F
N8976E,Bombardier CRJ-200,Bombardier,CRJ-200,20,5264,1490
N897DN,Boeing 737-900ER,Boeing,737-900ER,6,5265,1491
N897NN,Boeing 737-823,Boeing,737-800,12,5266,1492
N897SK,Bombardier CRJ-900,Bombardier,CRJ-900,18,5267,1493
N897UA,Airbus A319-132,Airbus,A319-100,17,5268,1494
N8986B,Bombardier CRJ-200,Bombardier,CRJ-200,20,5269,1495
N898DN,Boeing 737-900ER,Boeing,737-900ER,6,5270,1496
N898NN,Boeing 737-823,Boeing,737-800,12,5271,1497
N898UA,Airbus A319-132,Airbus,A319-100,17,5272,1498
N899AT,Boeing 717-200,Boeing,717-200,19,5273,1499
N899DN,Boeing 737-900ER,Boeing,737-900ER,6,5274,149A
N899NN,Boeing 737-823,Boeing,737-800,12,5275,149B
N899SK,Bombardier CRJ-900,Bombardier,CRJ-900,17,5276,149C
N899UA,Airbus A319-132,Airbus,A319-100,17,5277,149D
N90024,Airbus A319-115,Airbus,A319-100,10,5278,149E
N9002U,Airbus A319-115,Airbus,A319-100,11,5279,149F
N9004F,Airbus A319-115,Airbus,A319-100,11,5280,14A0
N9006,Airbus A319-115,Airbus,A319-100,11,5281,14A1
N9008U,Airbus A319-115,Airbus,A319-100,11,5282,14A2
N900AE,Embraer EMB-145LR,Embraer,EMB-145LR,20,5283,14A3
N900DU,Boeing 737-900ER,Boeing,737-900ER,6,5284,14A4
N900EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5285,14A5
N900PC,Boeing 757-26D,Boeing,757-200,27,5286,14A6
N900UW,Airbus A321-231,Airbus,A321-200,7,5287,14A7
N900WN,Boeing 737-7H4,Boeing,737-700,17,5288,14A8
N9010R,Airbus A319-115,Airbus,A319-100,11,5289,14A9
N9011P,Airbus A319-115,Airbus,A319-100,11,5290,14AA
N9012,Airbus A319-115,Airbus,A319-100,11,5291,14AB
N9013A,Airbus A319-115,Airbus,A319-100,11,5292,14AC
N9015D,Airbus A319-115,Airbus,A319-100,11,5293,14AD
N9016,Airbus A319-115,Airbus,A319-100,10,5294,14AE
N9017P,Airbus A319-115,Airbus,A319-100,10,5295,14AF
N9018E,Airbus A319-115,Airbus,A319-100,10,5296,14B0
N9019F,Airbus A319-115,Airbus,A319-100,10,5297,14B1
N901AA,Airbus A321-231,Airbus,A321-200,7,5298,14B2
N901AN,Boeing 737-823,Boeing,737-800,25,5299,14B3
N901DN,Boeing 737-900ER,Boeing,737-900ER,6,5300,14B4
N901NK,Airbus A320neo,Airbus,A320neo,8,5301,14B5
N901NN,Boeing 737-823,Boeing,737-800,12,5302,14B6
N901WN,Boeing 737-7H4,Boeing,737-700,17,5303,14B7
N901XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5304,14B8
N9021H,Airbus A319-115,Airbus,A319-100,10,5305,14B9
N9022G,Airbus A319-115,Airbus,A319-100,10,5306,14BA
N9023N,Airbus A319-115,Airbus,A319-100,10,5307,14BB
N9025B,Airbus A319-115,Airbus,A319-100,10,5308,14BC
N9026C,Airbus A319-115,Airbus,A319-100,9,5309,14BD
N9029F,Airbus A319-115,Airbus,A319-100,9,5310,14BE
N902AA,Airbus A321-231,Airbus,A321-200,7,5311,14BF
N902AN,Boeing 737-823,Boeing,737-800,25,5312,14C0
N902BC,Embraer EMB-145LR,Embraer,EMB-145LR,19,5313,14C1
N902DN,Boeing 737-900ER,Boeing,737-900ER,6,5314,14C2
N902FJ,Bombardier CRJ-900,Bombardier,CRJ-900,21,5315,14C3
N902NK,Airbus A320neo,Airbus,A320neo,8,5316,14C4
N902NN,Boeing 737-823,Boeing,737-800,12,5317,14C5
N902WN,Boeing 737-7H4,Boeing,737-700,17,5318,14C6
N902XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5319,14C7
N903AA,Airbus A321-231,Airbus,A321-200,7,5320,14C8
N903AK,Boeing 737 MAX 9,Boeing,737 MAX 9,1,5321,14C9
N903AN,Boeing 737-823,Boeing,737-800,25,5322,14CA
N903DN,Boeing 737-900ER,Boeing,737-900ER,6,5323,14CB
N903EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5324,14CC
N903JB,Airbus A321-231,Airbus,A321-200,11,5325,14CD
N903NK,Airbus A320neo,Airbus,A320neo,8,5326,14CE
N903NN,Boeing 737-823,Boeing,737-800,12,5327,14CF
N903WN,Boeing 737-7H4,Boeing,737-700,17,5328,14D0
N903XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5329,14D1
N904AA,Airbus A321-231,Airbus,A321-200,7,5330,14D2
N904AN,Boeing 737-823,Boeing,737-800,25,5331,14D3
N904DN,Boeing 737-900ER,Boeing,737-900ER,6,5332,14D4
N904EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5333,14D5
N904FJ,Bombardier CRJ-900,Bombardier,CRJ-900,21,5334,14D6
N904NK,Airbus A320neo,Airbus,A320neo,8,5335,14D7
N904NN,Boeing 737-823,Boeing,737-800,12,5336,14D8
N904WN,Boeing 737-7H4,Boeing,737-700,16,5337,14D9
N904XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5338,14DA
N905AN,Boeing 737-823,Boeing,737-800,25,5339,14DB
N905AU,Airbus A321-231,Airbus,A321-200,7,5340,14DC
N905DN,Boeing 737-900ER,Boeing,737-900ER,6,5341,14DD
N905EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5342,14DE
N905J,Bombardier CRJ-900,Bombardier,CRJ-900,21,5343,14DF
N905JB,Airbus A321-231,Airbus,A321-200,11,5344,14E0
N905JH,Embraer EMB-145LR,Embraer,EMB-145LR,19,5345,14E1
N905NK,Airbus A320neo,Airbus,A320neo,8,5346,14E2
N905NN,Boeing 737-823,Boeing,737-800,12,5347,14E3
N905XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5348,14E4
N906AA,Airbus A321-231,Airbus,A321-200,7,5349,14E5
N906AE,Embraer EMB-145LR,Embraer,EMB-145LR,19,5350,14E6
N906AN,Boeing 737-823,Boeing,737-800,25,5351,14E7
N906AT,Boeing 717-200,Boeing,717-200,23,5352,14E8
N906DN,Boeing 737-900ER,Boeing,737-900ER,6,5353,14E9
N906EV,Bombardier CRJ-200ER,Bombardier,CRJ-200ER,22,5354,14EA
N906NK,Airbus A320neo,Airbus,A320neo,6,5355,14EB
N906NN,Boeing 737-823,Boeing,737-800,12,5356,14EC
N906WN,Boeing 737-7H4,Boeing,737-700,16,5357,14ED
N906XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5358,14EE
N907AA,Airbus A321-231,Airbus,A321-200,7,5359,14EF
N907AE,Embraer EMB-145LR,Embraer,EMB-145LR,19,5360,14F0
N907AN,Boeing 737-823,Boeing,737-800,25,5361,14F1
N907DN,Boeing 737-900ER,Boeing,737-900ER,6,5362,14F2
N907JB,Airbus A321-231,Airbus,A321-200,11,5363,14F3
N907NK,Airbus A320neo,Airbus,A320neo,6,5364,14F4
N907NN,Boeing 737-823,Boeing,737-800,12,5365,14F5
N907WN,Boeing 737-7H4,Boeing,737-700,16,5366,14F6
N907XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5367,14F7
N908AA,Airbus A321-231,Airbus,A321-200,7,5368,14F8
N908AE,Embraer EMB-145LR,Embraer,EMB-145LR,19,5369,14F9
N908AN,Boeing 737-823,Boeing,737-800,25,5370,14FA
N908DN,Boeing 737-900ER,Boeing,737-900ER,6,5371,14FB
N908EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5372,14FC
N908NK,Airbus A320neo,Airbus,A320neo,6,5373,14FD
N908NN,Boeing 737-823,Boeing,737-800,12,5374,14FE
N908SW,Bombardier CRJ-200,Bombardier,CRJ-200,23,5375,14FF
N908WN,Boeing 737-7H4,Boeing,737-700,16,5376,1500
N908XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5377,1501
N909AE,Embraer EMB-145LR,Embraer,EMB-145LR,19,5378,1502
N909AM,Airbus A321-231,Airbus,A321-200,7,5379,1503
N909AN,Boeing 737-823,Boeing,737-800,25,5380,1504
N909DN,Boeing 737-900ER,Boeing,737-900ER,6,5381,1505
N909EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5382,1506
N909NN,Boeing 737-823,Boeing,737-800,12,5383,1507
N909SW,Bombardier CRJ-200,Bombardier,CRJ-200,23,5384,1508
N909WN,Boeing 737-7H4,Boeing,737-700,16,5385,1509
N909XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5386,150A
N91007,Boeing 787-10 Dreamliner,Boeing,787-10,7,5387,150B
N910AN,Boeing 737-823,Boeing,737-800,25,5388,150C
N910AU,Airbus A321-231,Airbus,A321-200,7,5389,150D
N910DU,Boeing 737-900ER,Boeing,737-900ER,6,5390,150E
N910NK,Airbus A320neo,Airbus,A320neo,6,5391,150F
N910NN,Boeing 737-823,Boeing,737-800,12,5392,1510
N910SW,Bombardier CRJ-200,Bombardier,CRJ-200,23,5393,1511
N910WN,Boeing 737-7H4,Boeing,737-700,16,5394,1512
N910XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5395,1513
N911DQ,Boeing 737-900ER,Boeing,737-900ER,6,5396,1514
N912AK,Boeing 737 MAX 9,Boeing,737 MAX 9,1,5397,1515
N912AN,Boeing 737-823,Boeing,737-800,25,5398,1516
N912DU,Boeing 737-900ER,Boeing,737-900ER,6,5399,1517
N912EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5400,1518
N912NK,Airbus A320neo,Airbus,A320neo,6,5401,1519
N912NN,Boeing 737-823,Boeing,737-800,12,5402,151A
N912SW,Bombardier CRJ-200,Bombardier,CRJ-200,23,5403,151B
N912UY,Airbus A321-231,Airbus,A321-200,10,5404,151C
N912WN,Boeing 737-7H4,Boeing,737-700,16,5405,151D
N912XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5406,151E
N913AK,Boeing 737 MAX 9,Boeing,737 MAX 9,3,5407,151F
N913AN,Boeing 737-823,Boeing,737-800,25,5408,1520
N913DU,Boeing 737-900ER,Boeing,737-900ER,6,5409,1521
N913EV,Bombardier CRJ-200,Bombardier,CRJ-200,22,5410,1522
N913JB,Airbus A321-231,Airbus,A321-200,11,5411,1523
N913NK,Airbus A320neo,Airbus,A320neo,7,5412,1524
N913NN,Boeing 737-823,Boeing,737-800,11,5413,1525
N913US,Airbus A321-231,Airbus,A321-200,10,5414,1526
N913WN,Boeing 737-7H4,Boeing,737-700,16,5415,1527
N913XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5416,1528
N914AN,Boeing 737-823,Boeing,737-800,25,5417,1529
N914DU,Boeing 737-900ER,Boeing,737-900ER,5,5418,152A
N914EV,Bombardier CRJ-200,Bombardier,CRJ-200,21,5419,152B
N914FJ,Bombardier CRJ-900,Bombardier,CRJ-900,20,5420,152C
N914NN,Boeing 737-823,Boeing,737-800,11,5421,152D
N914UY,Airbus A321-231,Airbus,A321-200,10,5422,152E
N914WN,Boeing 737-7H4,Boeing,737-700,16,5423,152F
N914XJ,Bombardier CRJ-900,Bombardier,CRJ-900,17,5424,1530
N915AK,Boeing 737 MAX 9,Boeing,737 MAX 9,3,5425,1531
N915AN,Boeing 737-823,Boeing,737-800,25,5426,1532
N915AT,Boeing 717-200,Boeing,717-200,23,5427,1533
N915DU,Boeing 737-900ER,Boeing,737-900ER,5,5428,1534
